affix,word,sense,meaning,Affix,Source Word,Source Word Count,Derived Word,Derived word count,word_y
er,debunker,person,# someone who [[debunk]]s.,er,debunk,502,debunker,83,1003
er,cupper,person,# {{lb|en|medicine|archaic}} one who performs the operation of [[cupping]].,er,cup,495864,cupper,62,1003
er,cummer,person,# {{lb|en|slang}} one who [[cum]]s or [[climax]]es.,er,cum,13998,cummer,105,1003
er,crystallographer,person,# a person skilled in [[crystallography]],er,crystallography,1839,crystallographer,168,1003
er,cruncher,person,# [[agent noun|agent noun]] of [[crunch]]; a person or thing that [[crunch]]es.,er,crunch,2989,cruncher,117,1003
er,crowder,person,# one who [[crowd]]s or [[push]]es.,er,crowd,55759,crowder,1260,1003
er,crofter,person,"# one who has the [[tenure]] of a [[croft]], usually also the [[occupant]] and [[user]].",er,croft,4881,crofter,152,1003
er,croaker,person,# one who [[croak]]s.,er,croak,290,croaker,328,1003
er,crier,person,# one who [[cry|cries]].,er,cry,18355,crier,532,1003
er,cricketer,person,# a person who plays [[cricket]].,er,cricket,124692,cricketer,35973,1003
er,crawler,person,"# {{lb|en|australia|obsolete}} a person who is [[abused]], [[physically]] or [[verbally]], and returns to the abuser a [[supplicant]].",er,crawl,4180,crawler,1131,1003
er,crasher,person,# one who [[crash]]es.,er,crash,56455,crasher,220,1003
er,crafter,person,"# someone who participates in a particular [[handicraft]], either as a [[hobby]] or as a small business",er,craft,39485,crafter,260,1003
er,crabber,person,# a person who catches [[crab]]s.,er,crab,8755,crabber,18,1003
er,defeater,person,# one who [[defeat]]s.,er,defeat,135720,defeater,77,1003
er,dallier,person,# one who [[dally|dallies]]; a [[procrastinator]].,er,dally,988,dallier,21,1003
er,disclaimer,person,"# one who disclaims, disowns, or renounces.",er,disclaim,193,disclaimer,1454,1003
er,discerner,person,"# one who, or that which, [[discern]]s, [[distinguish]]es, or [[judge]]s.",er,discern,2147,discerner,8,1003
er,discarder,person,"# one who, or that which, [[discard]]s.",er,discard,2502,discarder,11,1003
er,diker,person,"# {{lb|en|scotland}} one who builds stone walls, usually without [[lime]].",er,dike,2452,diker,31,1003
er,dier,person,# one who [[die]]s.,er,die,92388,dier,232,1003
er,dicer,person,"# one who, or that which, dices (cuts into cubes); a [[tool]] for this purpose.",er,dice,7998,dicer,263,1003
er,dibber,person,"# a [[tool]] with a [[handle]] on one end and a [[point]] on the other, used in the [[garden]] to [[poke]] [[hole]]s in preparation for [[plant]]ing [[seed]]s, [[bulb]]s, etc. also known as a [[dibble]] or [[dib]].",er,dib,715,dibber,34,1003
er,devourer,person,# one who [[devour]]s.,er,devour,1280,devourer,227,1003
er,defuser,person,"# one who, or that which, [[defuse]]s.",er,defuse,1247,defuser,38,1003
er,detangler,person,# a [[conditioner]] [[product]] for removing [[tangle]]s from [[hair]].,er,detangle,1,detangler,14,1003
er,detainer,person,"# {{lb|en|legal}} the right to keep a person, or a person's [[goods]] or [[property]], against his [[will]]. a type of [[custody]].",er,detain,1755,detainer,76,1003
er,desecrater,person,# one who [[desecrate]]s.,er,desecrate,182,desecrater,9,1003
er,knuckleballer,person,#: ''he threw one heck of a '''knuckleballer''' that time.'',er,knuckleball,383,knuckleballer,76,1003
er,curser,person,# one who [[curse]]s.,er,curse,14597,curser,6,1003
er,deformer,person,"# one who, or that which, [[deform]]s.",er,deform,723,deformer,34,1003
er,dammer,person,# one who builds a [[dam]].,er,dam,86760,dammer,42,1003
er,bleacher,person,"# one who, or that which, [[bleach]]es.",er,bleach,2397,bleacher,777,1003
er,benchmarker,person,# one who carries out [[benchmark]]ing.,er,benchmark,4952,benchmarker,12,1003
er,dasher,person,# {{lb|en|archaic}} one who makes an [[ostentatious]] [[parade]].,er,dash,14621,dasher,410,1003
er,betrayer,person,"# someone who [[betray]]s, or [[reveal]]s [[confidential]] [[information]]; a [[squealer]] or [[informer]].",er,betray,2789,betrayer,337,1003
er,boozer,person,# {{lb|en|colloquial}} one who drinks habitually; a [[drunkard]].,er,booze,1027,boozer,442,1003
er,blesser,person,# one who [[bless]]es; one who bestows or invokes a [[blessing]].,er,bless,3637,blesser,10,1003
er,boner,person,# {{lb|en|literally}} one who or that which [[bone]]s (removes bones).,er,bone,43349,boner,382,1003
er,bombarder,person,# one who [[bombard]]s.,er,bombard,1693,bombarder,22,1003
er,boffer,person,# {{l|en|lucky}} {{l|en|person}},er,boff,135,boffer,27,1003
er,boater,person,# {{lb|en|nautical}} someone who [[travel]]s by [[boat]].,er,boat,110193,boater,236,1003
er,blusterer,person,# a person who [[bluster]]s.,er,bluster,227,blusterer,5,1003
er,blusher,person,# [[agent noun|agent noun]] of [[blush]]; one who blushes.,er,blush,934,blusher,29,1003
er,bloomer,person,"# one who blooms, matures, or develops.",er,bloom,12239,bloomer,1033,1003
er,blogger,person,# {{lb|nb|internet}} a {{l|en|blogger}} {{q|person who writes a blog}},er,blog,28937,blogger,5305,1003
er,bibber,person,# one given to drinking [[alcoholic]] [[beverage]]s too freely; a [[tippler]].,er,bib,811,bibber,86,1003
er,boaster,person,# one who [[boast]]s; a [[braggart]].,er,boast,2638,boaster,27,1003
er,blancher,person,"# one who, or that which, blanches or whitens; especially, one who [[anneal]]s and [[cleanse]]s [[money]], or a [[chemical]] [[preparation]] for this purpose.",er,blanch,503,blancher,5,1003
er,discloser,person,# a person who [[disclose]]s,er,disclose,5282,discloser,25,1003
er,blamer,person,# one who [[blame]]s.,er,blame,14415,blamer,9,1003
er,debriefer,person,# one who gives a [[debriefing]].,er,debrief,146,debriefer,5,1003
er,debaser,person,"# one who, or that which, [[debase]]s.",er,debase,106,debaser,86,1003
er,blagger,person,"# {{lb|en|informal}} a smooth talker, a [[persuasive]] person.",er,blag,203,blagger,28,1003
er,blackmailer,person,# someone who [[blackmail]]s.,er,blackmail,4119,blackmailer,467,1003
er,birther,person,# one who [[give birth|gives birth]].,er,birth,119035,birther,57,1003
er,cheeser,person,"#*: i looked at his normally deadpan face and saw the faintest outline of a smile tugging at the corners of his mouth, a '''cheeser''' grin on anyone else.",er,cheese,22073,cheeser,7,1003
er,bibliographer,person,# a person who compiles [[bibliography|bibliographies]].,er,bibliography,9304,bibliographer,627,1003
er,chatterer,person,# a person who [[chatter]]s; a [[chatterbox]].,er,chatter,932,chatterer,83,1003
ness,indigenousness,quality,# the quality or state of being [[indigenous]],ness,indigenous,62604,indigenousness,16,335
ness,implicitness,quality,# the state or quality of being [[implicit]].,ness,implicit,6592,implicitness,7,335
ness,indeterminateness,quality,# the quality of being [[indeterminate]].,ness,indeterminate,2420,indeterminateness,9,335
ness,infiniteness,quality,# the quality of being [[infinite]].,ness,infinite,21272,infiniteness,20,335
ness,impishness,quality,# the state or quality of being [[impish]]; [[mischievousness]].,ness,impish,178,impishness,10,335
ness,imperiousness,quality,# the quality of being [[imperious]]; [[arrogance]]; [[haughtiness]]; [[urgency]].,ness,imperious,525,imperiousness,18,335
ness,hugeness,quality,# the quality of being [[huge]]; [[immensity]],ness,huge,70271,hugeness,14,335
ness,inertness,quality,# {{lb|en|chemistry}} quality of being [[unreactive]] with other chemical compounds or elements.,ness,inert,3533,inertness,133,335
ness,vitreousness,quality,# the quality or state of being [[vitreous]].,ness,vitreous,1168,vitreousness,8,335
ness,progressiveness,quality,# the quality of being [[progressive]],ness,progressive,62725,progressiveness,95,335
ness,unwholesomeness,quality,# the state or quality of being [[unwholesome]].,ness,unwholesome,248,unwholesomeness,6,335
ness,provocativeness,quality,# the quality of being [[provocative]],ness,provocative,5221,provocativeness,15,335
ness,voluptuousness,quality,# [[sensuality]]; the quality of being [[sensuous]],ness,voluptuous,644,voluptuousness,75,335
ness,vividness,quality,# the quality or state of being [[vivid]].,ness,vivid,8150,vividness,343,335
ness,tediousness,quality,# the quality of being [[tedious]]; [[tedium]].,ness,tedious,2503,tediousness,37,335
ness,horniness,quality,"# quality of being [[horny]], of having a texture like [[horn]].",ness,horny,940,horniness,12,335
ness,weepiness,quality,# quality of being [[weepy]].,ness,weepy,102,weepiness,7,335
ness,waywardness,quality,# the quality of being [[wayward]],ness,wayward,1649,waywardness,44,335
ness,horseness,quality,# {{lb|en|philosophy}} the quality of being a [[horse]].,ness,horse,132647,horseness,7,335
ness,integrativeness,quality,# quality of being [[integrative]].,ness,integrative,1933,integrativeness,5,335
ness,hollowness,quality,# the state or quality of being [[hollow]],ness,hollow,19474,hollowness,99,335
ness,hoarseness,quality,"# the quality of being [[hoarse]], of having a dry harsh [[voice]].",ness,hoarse,467,hoarseness,110,335
ness,fuzziness,quality,# the state or quality of being [[fuzzy]].,ness,fuzzy,4286,fuzziness,88,335
ness,headedness,quality,# the state or quality of having a particular type of [[head]] (in various senses).,ness,headed,87200,headedness,130,335
ness,fruitness,quality,# the quality of being [[fruit]].,ness,fruit,60850,fruitness,6,335
ness,swinishness,quality,# the quality of being [[swinish]].,ness,swinish,24,swinishness,7,335
ness,toastiness,quality,# the [[quality]] or [[state]] of being [[toasty]].,ness,toasty,107,toastiness,7,335
ness,informedness,quality,# the state or quality of being [[informed]],ness,informed,40649,informedness,22,335
ness,insensitiveness,quality,# quality of being [[insensitive]].,ness,insensitive,2436,insensitiveness,7,335
ness,interestedness,quality,"# the state or quality of being [[interested]], or having an [[interest]]; [[selfishness]].",ness,interested,71851,interestedness,5,335
ness,interestingness,quality,# the state or quality of being [[interesting]].,ness,interesting,41020,interestingness,23,335
ness,intrinsicness,quality,# the quality or state of being [[intrinsic]].,ness,intrinsic,6939,intrinsicness,5,335
ness,intrusiveness,quality,# the quality of being [[intrusive]].,ness,instrusive,5,intrusiveness,64,335
ness,jointness,quality,# the state or quality of being [[joint]].,ness,joint,131727,jointness,46,335
ness,stateliness,quality,# the quality or state of being [[stately]],ness,stately,2984,stateliness,45,335
ness,ladenness,quality,# the quality of being [[laden]].,ness,laden,11620,ladenness,6,335
ness,tidiness,quality,# the quality of being [[tidy]].,ness,tidy,1399,tidiness,72,335
ness,inexpressiveness,quality,# the quality of being [[inexpressive]].,ness,inexpressive,53,inexpressiveness,5,335
ness,helpfulness,quality,# the quality of being [[helpful]].,ness,helpful,8943,helpfulness,145,335
ness,tactfulness,quality,# the state or quality of being [[tactful]].,ness,tactful,260,tactfulness,19,335
ness,unpreparedness,quality,# the state or quality of being [[unprepared]].,ness,unprepared,2404,unpreparedness,108,335
ness,suspiciousness,quality,# the state or quality of being [[suspicious]].,ness,suspicious,13800,suspiciousness,41,335
ness,stylishness,quality,# the state or quality of being [[stylish]].,ness,stylish,3410,stylishness,59,335
ness,uprootedness,quality,# the quality of being [[uprooted]].,ness,uprooted,1609,uprootedness,20,335
ness,untrustworthiness,quality,# the state or quality of being [[untrustworthy]].,ness,untrustworthy,768,untrustworthiness,37,335
ness,untidiness,quality,# the quality of being [[untidy]],ness,untidy,408,untidiness,24,335
ness,unthriftiness,quality,# the quality of being [[unthrifty]].,ness,unthrifty,11,unthriftiness,7,335
ness,unsuspiciousness,quality,# the quality of being [[unsuspicious]].,ness,unsuspicious,31,unsuspiciousness,5,335
ness,unseriousness,quality,# the state or quality of being [[unserious]].,ness,unserious,42,unseriousness,6,335
ness,straightforwardness,quality,# the state or quality of being [[straightforward]].,ness,straightforward,7916,straightforwardness,123,335
ness,storminess,quality,# {{lb|en|uncountable}} the state or quality of being [[stormy]],ness,stormy,3935,storminess,17,335
ness,stoniness,quality,# the state or quality of being [[stony]].,ness,stony,9298,stoniness,19,335
ness,vigorousness,quality,# the quality of being [[vigorous]].,ness,vigorous,7691,vigorousness,7,335
ness,whatness,quality,# [[quality|quality]]; [[quantity]].,ness,what,62,whatness,14,335
ness,sturdiness,quality,# the state or quality of being [[sturdy]].,ness,sturdy,3457,sturdiness,129,335
ness,studiousness,quality,# the state or quality of being [[studious]].,ness,studious,867,studiousness,45,335
ness,virtualness,quality,# the quality of being [[virtual]]; [[virtuality]].,ness,virtual,45171,virtualness,6,335
ness,strategyproofness,quality,# the quality of being [[strategyproof]].,ness,strategyproof,22,strategyproofness,11,335
ness,whiggishness,quality,# the quality of being [[whiggish]].,ness,whiggish,111,whiggishness,8,335
ness,frostiness,quality,# the quality of being [[frosty]],ness,frosty,1398,frostiness,6,335
ness,uselessness,quality,# the quality of being [[useless]],ness,useless,7240,uselessness,181,335
ness,submissiveness,quality,# the state or quality of being [[submissive]].,ness,submissive,1527,submissiveness,138,335
ness,suppleness,quality,# the quality of being [[supple]]; [[litheness]].,ness,supple,773,suppleness,124,335
ness,subversiveness,quality,# the state or quality of being [[subversive]].,ness,subversive,3676,subversiveness,38,335
ness,superfluousness,quality,# the state or quality of being [[superfluous]].,ness,superfluous,1558,superfluousness,6,335
ness,superciliousness,quality,# the state or quality of being [[supercilious]].,ness,supercilious,84,superciliousness,16,335
ness,sultriness,quality,# the state or quality of being [[sultry]].,ness,sultry,1065,sultriness,22,335
ness,tearfulness,quality,# the quality of being [[tearful]].,ness,tearful,1090,tearfulness,6,335
ness,stodginess,quality,# the state or quality of being [[stodgy]].,ness,stodgy,165,stodginess,11,335
ness,wideness,quality,# the state or quality of being [[wide]].,ness,wide,233633,wideness,45,335
ness,wishfulness,quality,# the state or quality of being [[wishful]]; sometimes specifically [[wishful thinking]],ness,wishful,560,wishfulness,5,335
ness,wittiness,quality,# the quality of being [[witty]],ness,witty,4862,wittiness,39,335
ness,worldliness,quality,# the quality of being [[worldly]]; familiarity with the ways of the world.,ness,worldly,3553,worldliness,194,335
ness,worldness,quality,# the quality of being a [[world]]; [[existence]] as a world.,ness,world,1759136,worldness,7,335
ness,worthlessness,quality,"# the quality of lacking [[worth]], of being [[valueless]], [[useless]] or devoid of benefit.",ness,worthless,2854,worthlessness,145,335
ness,woundedness,quality,# the quality or state of being [[wounded]],ness,wounded,74594,woundedness,7,335
ness,wrongfulness,quality,# the state or quality of being [[wrongful]].,ness,wrongful,2918,wrongfulness,57,335
ness,yellowness,quality,# the state or quality of being [[yellow]].,ness,yellow,117524,yellowness,24,335
ness,zealousness,quality,# the quality of being [[zealous]]; [[zeal]].,ness,zealous,1954,zealousness,56,335
ness,thirdness,quality,# the quality of being or coming [[third]].,ness,third,694440,thirdness,28,335
ness,thingness,quality,# the quality of a material [[thing]]; [[objectivity]]; [[actuality]]; [[reality]].,ness,thing,71025,thingness,12,335
ness,fruitlessness,quality,# the quality of being [[fruitless]],ness,fruitless,2172,fruitlessness,18,335
ness,mildness,quality,# the quality of being [[mild]]; [[gentleness]].,ness,mild,21566,mildness,136,335
ness,forgetfulness,quality,# the quality of being [[forgetful]]; proneness to let slip from the mind.,ness,forgetful,446,forgetfulness,435,335
